frame,points,total,diff
897,39,53,14
898,39,53,14
899,39,53,14
900,40,53,13
901,39,53,14
902,38,53,15
903,37,53,16
904,38,53,15
905,39,53,14
906,38,53,15
907,40,53,13
908,42,53,11
909,42,53,11
910,42,53,11
911,42,53,11
912,41,53,12
913,41,53,12
914,40,53,13
915,42,53,11
916,41,53,12
917,41,53,12
918,41,53,12
919,41,53,12
920,41,53,12
921,42,53,11
922,39,53,14
923,38,53,15
924,42,53,11
925,42,53,11
926,41,53,12
927,42,53,11
928,42,53,11
929,42,53,11
930,40,53,13
931,40,53,13
932,42,53,11
933,41,53,12
934,41,53,12
935,41,53,12
936,40,53,13
937,40,53,13
938,40,53,13
939,41,53,12
940,41,53,12
941,41,53,12
942,42,53,11
943,42,53,11
944,40,53,13
945,42,53,11
946,43,53,10
947,41,53,12
948,42,53,11
949,42,53,11
950,41,53,12
951,41,53,12
952,41,53,12
953,40,53,13
954,40,53,13
955,41,53,12
956,41,53,12
957,42,53,11
958,42,53,11
959,42,53,11
960,40,53,13
961,41,53,12
962,42,53,11
963,42,53,11
964,42,53,11
965,42,53,11
966,43,53,10
967,41,53,12
968,44,53,9
969,44,53,9
970,43,53,10
971,43,53,10
972,42,53,11
973,42,53,11
974,42,53,11
975,42,53,11
976,42,53,11
977,42,53,11
978,42,53,11
979,42,53,11
980,42,53,11
981,42,53,11
982,42,53,11
983,43,53,10
984,43,53,10
985,43,53,10
986,43,53,10
987,42,53,11
988,41,53,12
989,41,53,12
990,40,53,13
991,40,53,13
992,42,53,11
993,42,53,11
994,43,53,10
995,42,53,11
996,43,53,10
997,42,53,11
998,42,53,11
999,42,53,11
1000,41,53,12
1001,41,53,12
1002,43,53,10
1003,41,53,12
1004,42,53,11
1005,42,53,11
1006,42,53,11
1007,42,53,11
1008,39,53,14
1009,40,53,13
1010,40,53,13
1011,40,53,13
1012,42,53,11
1013,42,53,11
1014,42,53,11
1015,41,53,12
1016,41,53,12
1017,41,53,12
1018,42,53,11
1019,42,53,11
1020,42,53,11
1021,42,53,11
1022,43,53,10
1023,43,53,10
1024,43,53,10
1025,43,53,10
1026,43,53,10
1027,43,53,10
1028,43,53,10
1029,42,53,11
1030,42,53,11
1031,42,53,11
1032,43,53,10
1033,43,53,10
1034,43,53,10
1035,42,53,11
1036,42,53,11
1037,42,53,11
1038,42,53,11
1039,42,53,11
1040,42,53,11
1041,42,53,11
1042,42,53,11
1043,43,53,10
1044,42,53,11
1045,41,53,12
1046,40,53,13
1047,40,53,13
1048,41,53,12
1049,40,53,13
1050,41,53,12
1051,42,53,11
1052,42,53,11
1053,42,53,11
1054,42,53,11
1055,42,53,11
1056,42,53,11
1057,42,53,11
1058,41,53,12
1059,41,53,12
1060,42,53,11
1061,41,53,12
1062,41,53,12
1063,41,53,12
1064,40,53,13
1065,42,53,11
1066,42,53,11
1067,42,53,11
1068,42,53,11
1069,42,53,11
1070,42,53,11
1071,44,53,9
1072,43,53,10
1073,42,53,11
1074,42,53,11
1075,41,53,12
1076,41,53,12
1077,42,53,11
1078,42,53,11
1079,42,53,11
1080,42,53,11
1081,42,53,11
1082,41,53,12
1083,42,53,11
1084,42,53,11
1085,41,53,12
1086,43,53,10
1087,41,53,12
1088,42,53,11
1089,41,53,12
1090,42,53,11
1091,42,53,11
1092,42,53,11
1093,41,53,12
1094,40,53,13
1095,41,53,12
1096,40,53,13
1097,41,53,12
1098,42,53,11
1099,41,53,12
1100,40,53,13
1101,40,53,13
1102,40,53,13
1103,40,53,13
1104,41,53,12
1105,41,53,12
1106,41,53,12
1107,40,53,13
1108,40,53,13
1109,41,53,12
1110,41,53,12
1111,41,53,12
1112,41,53,12
1113,39,53,14
1114,40,53,13
1115,40,53,13
1116,40,53,13
1117,40,53,13
1118,43,53,10
1119,43,53,10
1120,42,53,11
1121,41,53,12
1122,41,53,12
1123,42,53,11
1124,42,53,11
1125,41,53,12
1126,41,53,12
1127,42,53,11
1128,41,53,12
1129,41,53,12
1130,41,53,12
1131,42,53,11
1132,42,53,11
1133,42,53,11
1134,40,53,13
1135,41,53,12
1136,41,53,12
1137,41,53,12
1138,42,53,11
1139,42,53,11
1140,43,53,10
1141,43,53,10
1142,43,53,10
1143,42,53,11
1144,41,53,12
1145,41,53,12
1146,41,53,12
1147,42,53,11
1148,42,53,11
1149,41,53,12
1150,42,53,11
1151,43,53,10
1152,42,53,11
1153,40,53,13
1154,40,53,13
1155,40,53,13
1156,40,53,13
1157,42,53,11
1158,41,53,12
1159,41,53,12
1160,41,53,12
1161,41,53,12
1162,42,53,11
1163,41,53,12
1164,41,53,12
1165,40,53,13
1166,41,53,12
1167,41,53,12
1168,41,53,12
1169,42,53,11
1170,42,53,11
1171,42,53,11
1172,41,53,12
1173,41,53,12
1174,41,53,12
1175,41,53,12
1176,41,53,12
1177,42,53,11
1178,42,53,11
1179,42,53,11
1180,41,53,12
1181,41,53,12
1182,42,53,11
1183,41,53,12
1184,42,53,11
1185,41,53,12
1186,42,53,11
1187,40,53,13
1188,39,53,14
1189,40,53,13
1190,39,53,14
1191,39,53,14
1192,40,53,13
1193,40,53,13
1194,40,53,13
1195,39,53,14
1196,39,53,14
1197,37,53,16
1198,38,53,15
1199,37,53,16
1200,39,53,14
1201,38,53,15
1202,41,53,12
1203,43,53,10
1204,42,53,11
1205,42,53,11
1206,41,53,12
1207,41,53,12
1208,41,53,12
1209,40,53,13
1210,41,53,12
1211,41,53,12
1212,41,53,12
1213,41,53,12
1214,41,53,12
1215,40,53,13
1216,38,53,15
1217,39,53,14
1218,38,53,15
1219,39,53,14
1220,40,53,13
1221,39,53,14
1222,42,53,11
1223,42,53,11
1224,41,53,12
1225,41,53,12
1226,41,53,12
1227,42,53,11
1228,42,53,11
1229,42,53,11
1230,42,53,11
1231,42,53,11
1232,42,53,11
1233,44,53,9
1234,43,53,10
1235,43,53,10
1236,42,53,11
1237,41,53,12
1238,42,53,11
1239,42,53,11
1240,43,53,10
1241,43,53,10
1242,43,53,10
1243,43,53,10
1244,43,53,10
1245,43,53,10
1246,43,53,10
1247,42,53,11
1248,40,53,13
1249,39,53,14
1250,37,53,16
1251,37,53,16
1252,38,53,15
1253,42,53,11
1254,41,53,12
1255,41,53,12
1256,41,53,12
1257,41,53,12
1258,41,53,12
1259,41,53,12
1260,41,53,12
1261,41,53,12
1262,41,53,12
1263,42,53,11
1264,42,53,11
1265,40,53,13
1266,41,53,12
1267,40,53,13
1268,40,53,13
1269,42,53,11
1270,42,53,11
1271,41,53,12
1272,42,53,11
1273,42,53,11
1274,40,53,13
1275,40,53,13
1276,40,53,13
1277,40,53,13
1278,40,53,13
1279,41,53,12
1280,40,53,13
1281,40,53,13
1282,40,53,13
1283,40,53,13
1284,40,53,13
1285,42,53,11
1286,42,53,11
1287,41,53,12
1288,41,53,12
1289,41,53,12
1290,41,53,12
1291,42,53,11
1292,42,53,11
1293,40,53,13
1294,40,53,13
1295,40,53,13
1296,40,53,13
1297,40,53,13
1298,41,53,12
1299,41,53,12
1300,38,53,15
1301,39,53,14
1302,39,53,14
1303,40,53,13
1304,43,53,10
1305,43,53,10
1306,43,53,10
1307,43,53,10
1308,43,53,10
1309,43,53,10
1310,43,53,10
1311,43,53,10
1312,42,53,11
1313,41,53,12
1314,40,53,13
1315,40,53,13
1316,40,53,13
1317,42,53,11
1318,41,53,12
1319,41,53,12
1320,41,53,12
1321,41,53,12
1322,42,53,11
1323,41,53,12
1324,37,53,16
1325,37,53,16
1326,36,53,17
1327,36,53,17
1328,35,53,18
1329,34,53,19
1330,34,53,19
1331,34,53,19
1332,34,53,19
1333,36,53,17
1334,35,53,18
1335,35,53,18
1336,34,53,19
1337,35,53,18
1338,37,53,16
1339,38,53,15
1340,37,53,16
1341,36,53,17
1342,35,53,18
1343,35,53,18
1344,34,53,19
1345,33,53,20
1346,33,53,20
1347,33,53,20
1348,33,53,20
1349,33,53,20
1350,33,53,20
1351,33,53,20
1352,34,53,19
1353,34,53,19
1354,33,53,20
1355,33,53,20
1356,33,53,20
1357,33,53,20
1358,33,53,20
1359,33,53,20
1360,35,53,18
1361,35,53,18
1362,36,53,17
1363,36,53,17
1364,35,53,18
1365,36,53,17
1366,36,53,17
1367,37,53,16
1368,36,53,17
1369,35,53,18
1370,35,53,18
1371,34,53,19
1372,33,53,20
1373,32,53,21
1374,33,53,20
1375,34,53,19
1376,34,53,19
1377,35,53,18
1378,35,53,18
1379,36,53,17
1380,37,53,16
1381,37,53,16
1382,37,53,16
1383,36,53,17
1384,36,53,17
1385,36,53,17
1386,36,53,17
1387,36,53,17
1388,36,53,17
1389,36,53,17
1390,37,53,16
1391,37,53,16
1392,37,53,16
1393,37,53,16
1394,35,53,18
1395,36,53,17
1396,37,53,16
1397,38,53,15
1398,40,53,13
1399,40,53,13
1400,40,53,13
1401,41,53,12
1402,40,53,13
1403,40,53,13
1404,39,53,14
1405,41,53,12
1406,40,53,13
1407,41,53,12
1408,42,53,11
1409,42,53,11
1410,42,53,11
1411,41,53,12
1412,43,53,10
1413,43,53,10
1414,43,53,10
1415,43,53,10
1416,43,53,10
1417,42,53,11
1418,42,53,11
1419,41,53,12
1420,39,53,14
1421,40,53,13
1422,39,53,14
1423,39,53,14
1424,41,53,12
1425,41,53,12
1426,41,53,12
1427,40,53,13
1428,41,53,12
1429,41,53,12
1430,40,53,13
1431,41,53,12
1432,42,53,11
1433,42,53,11
1434,41,53,12
1435,41,53,12
1436,41,53,12
1437,41,53,12
1438,41,53,12
1439,38,53,15
1440,38,53,15
1441,39,53,14
1442,40,53,13
1443,40,53,13
1444,41,53,12
1445,41,53,12
1446,43,53,10
1447,42,53,11
1448,43,53,10
1449,43,53,10
1450,43,53,10
1451,43,53,10
1452,41,53,12
1453,41,53,12
1454,41,53,12
1455,40,53,13
1456,41,53,12
1457,40,53,13
1458,39,53,14
1459,39,53,14
1460,40,53,13
1461,42,53,11
1462,42,53,11
1463,41,53,12
1464,41,53,12
1465,41,53,12
1466,42,53,11
1467,42,53,11
1468,42,53,11
1469,41,53,12
1470,41,53,12
1471,41,53,12
1472,41,53,12
1473,41,53,12
1474,42,53,11
1475,41,53,12
1476,42,53,11
1477,40,53,13
1478,40,53,13
1479,40,53,13
1480,42,53,11
1481,43,53,10
1482,41,53,12
1483,41,53,12
1484,42,53,11
1485,42,53,11
1486,41,53,12
1487,41,53,12
1488,41,53,12
1489,41,53,12
1490,41,53,12
1491,42,53,11
1492,42,53,11
1493,42,53,11
1494,42,53,11
1495,43,53,10
1496,43,53,10
1497,43,53,10
1498,43,53,10
1499,43,53,10
1500,42,53,11
1501,43,53,10
1502,43,53,10
1503,43,53,10
1504,43,53,10
1505,43,53,10
1506,43,53,10
1507,41,53,12
1508,41,53,12
1509,42,53,11
1510,41,53,12
1511,40,53,13
1512,40,53,13
1513,38,53,15
1514,37,53,16
1515,38,53,15
1516,39,53,14
1517,41,53,12
1518,41,53,12
1519,41,53,12
1520,41,53,12
1521,41,53,12
1522,42,53,11
1523,42,53,11
1524,41,53,12
1525,41,53,12
1526,40,53,13
1527,43,53,10
1528,42,53,11
1529,42,53,11
1530,41,53,12
1531,41,53,12
1532,40,53,13
1533,40,53,13
1534,39,53,14
1535,40,53,13
1536,41,53,12
1537,40,53,13
1538,41,53,12
1539,40,53,13
1540,40,53,13
1541,39,53,14
1542,39,53,14
1543,39,53,14
1544,40,53,13
1545,40,53,13
1546,41,53,12
1547,42,53,11
1548,42,53,11
