frame,points,total,diff
1317,38,53,15
1318,36,53,17
1319,36,53,17
1320,38,53,15
1321,38,53,15
1322,37,53,16
1323,36,53,17
1324,32,53,21
1325,31,53,22
1326,31,53,22
1327,32,53,21
1328,32,53,21
1329,31,53,22
1330,32,53,21
1331,31,53,22
1332,32,53,21
1333,34,53,19
1334,33,53,20
1335,33,53,20
1336,33,53,20
1337,34,53,19
1338,33,53,20
1339,34,53,19
1340,31,53,22
1341,31,53,22
1342,28,53,25
1343,29,53,24
1344,30,53,23
1345,29,53,24
1346,28,53,25
1347,29,53,24
1348,31,53,22
1349,28,53,25
1350,31,53,22
1351,28,53,25
1352,28,53,25
1353,29,53,24
1354,29,53,24
1355,30,53,23
1356,31,53,22
1357,31,53,22
1358,31,53,22
1359,32,53,21
1360,34,53,19
1361,34,53,19
1362,33,53,20
1363,31,53,22
1364,31,53,22
1365,31,53,22
1366,31,53,22
1367,31,53,22
1368,31,53,22
1369,31,53,22
1370,30,53,23
1371,30,53,23
1372,30,53,23
1373,29,53,24
1374,28,53,25
1375,30,53,23
1376,30,53,23
1377,29,53,24
1378,30,53,23
1379,31,53,22
1380,34,53,19
1381,35,53,18
1382,34,53,19
1383,34,53,19
1384,35,53,18
1385,35,53,18
1386,35,53,18
1387,35,53,18
1388,32,53,21
1389,34,53,19
1390,35,53,18
1391,34,53,19
1392,35,53,18
1393,33,53,20
1394,32,53,21
1395,31,53,22
1396,33,53,20
1397,31,53,22
1398,35,53,18
1399,35,53,18
1400,36,53,17
1401,36,53,17
1402,36,53,17
1403,37,53,16
1404,36,53,17
1405,37,53,16
1406,35,53,18
1407,38,53,15
1408,39,53,14
1409,39,53,14
1410,39,53,14
1411,38,53,15
1412,39,53,14
1413,38,53,15
1414,40,53,13
1415,38,53,15
1416,39,53,14
1417,38,53,15
1418,38,53,15
1419,39,53,14
1420,36,53,17
1421,36,53,17
1422,36,53,17
1423,34,53,19
1424,38,53,15
1425,37,53,16
1426,38,53,15
1427,38,53,15
1428,40,53,13
1429,39,53,14
1430,39,53,14
1431,38,53,15
1432,38,53,15
1433,39,53,14
1434,39,53,14
1435,38,53,15
1436,38,53,15
1437,38,53,15
1438,38,53,15
1439,36,53,17
1440,36,53,17
1441,37,53,16
1442,36,53,17
1443,36,53,17
1444,38,53,15
1445,38,53,15
1446,37,53,16
1447,37,53,16
1448,39,53,14
1449,39,53,14
1450,37,53,16
1451,37,53,16
1452,36,53,17
1453,36,53,17
1454,37,53,16
1455,36,53,17
1456,36,53,17
1457,37,53,16
1458,36,53,17
1459,37,53,16
1460,37,53,16
1461,38,53,15
1462,40,53,13
1463,37,53,16
1464,38,53,15
1465,40,53,13
1466,39,53,14
1467,39,53,14
1468,39,53,14
1469,38,53,15
1470,39,53,14
1471,36,53,17
1472,37,53,16
1473,38,53,15
1474,37,53,16
1475,37,53,16
1476,37,53,16
1477,37,53,16
1478,36,53,17
1479,35,53,18
1480,39,53,14
1481,39,53,14
1482,38,53,15
1483,39,53,14
1484,39,53,14
1485,39,53,14
1486,40,53,13
1487,39,53,14
1488,39,53,14
1489,39,53,14
1490,38,53,15
1491,38,53,15
1492,39,53,14
1493,38,53,15
1494,38,53,15
1495,39,53,14
1496,38,53,15
1497,39,53,14
1498,38,53,15
1499,38,53,15
1500,38,53,15
1501,37,53,16
1502,37,53,16
1503,37,53,16
1504,37,53,16
1505,39,53,14
1506,37,53,16
1507,38,53,15
1508,39,53,14
1509,37,53,16
1510,36,53,17
1511,35,53,18
1512,36,53,17
1513,34,53,19
1514,36,53,17
1515,37,53,16
1516,36,53,17
1517,39,53,14
1518,37,53,16
1519,38,53,15
1520,38,53,15
1521,38,53,15
1522,39,53,14
1523,37,53,16
1524,39,53,14
1525,39,53,14
1526,37,53,16
1527,38,53,15
1528,38,53,15
1529,38,53,15
